#Lambda	Flux(Jy)
29.083	-0.10805
29.084	-0.10912
29.085	-0.11019
29.086	-0.11127
29.087	-0.11235
29.088	-0.11344
29.089	-0.11454
29.090	-0.11564
29.091	-0.11676
29.092	-0.11787
29.093	-0.11900
29.094	-0.12013
29.095	-0.12127
29.096	-0.12241
29.097	-0.12357
29.098	-0.12473
29.099	-0.12589
29.100	-0.12707
29.101	-0.12825
29.102	-0.12943
29.103	-0.13063
29.104	-0.13183
29.105	-0.13304
29.106	-0.13426
29.107	-0.13549
29.108	-0.13672
29.109	-0.13796
29.110	-0.13921
29.111	-0.14046
29.112	-0.14172
29.113	-0.14300
29.114	-0.14427
29.115	-0.14556
29.116	-0.14685
29.117	-0.14816
29.118	-0.14947
29.119	-0.15078
29.120	-0.15211
29.121	-0.15344
29.122	-0.15479
29.123	-0.15614
29.124	-0.15749
29.125	-0.15886
29.126	-0.16024
29.127	-0.16162
29.128	-0.16301
29.129	-0.16441
29.130	-0.16582
29.131	-0.16723
29.132	-0.16866
29.133	-0.17009
29.134	-0.17154
29.135	-0.17299
29.136	-0.17445
29.137	-0.17592
29.138	-0.17739
29.139	-0.17888
29.140	-0.18038
29.141	-0.18188
29.142	-0.18339
29.143	-0.18491
29.144	-0.18645
29.145	-0.18799
29.146	-0.18953
29.147	-0.19109
29.148	-0.19266
29.149	-0.19424
29.150	-0.19582
29.151	-0.19742
29.152	-0.19902
29.153	-0.20064
29.154	-0.20226
29.155	-0.20390
29.156	-0.20554
29.157	-0.20719
29.158	-0.20886
29.159	-0.21053
29.160	-0.21221
29.161	-0.21390
29.162	-0.21561
29.163	-0.21732
29.164	-0.21904
29.165	-0.22077
29.166	-0.22251
29.167	-0.22426
29.168	-0.22602
29.169	-0.22779
29.170	-0.22957
29.171	-0.23135
29.172	-0.23315
29.173	-0.23495
29.174	-0.23677
29.175	-0.23859
29.176	-0.24042
29.177	-0.24226
29.178	-0.24411
29.179	-0.24596
29.180	-0.24783
29.181	-0.24970
29.182	-0.25158
29.183	-0.25347
29.184	-0.25537
29.185	-0.25728
29.186	-0.25919
29.187	-0.26112
29.188	-0.26305
29.189	-0.26498
29.190	-0.26693
29.191	-0.26888
29.192	-0.27085
29.193	-0.27282
29.194	-0.27479
29.195	-0.27678
29.196	-0.27877
29.197	-0.28077
29.198	-0.28277
29.199	-0.28479
29.200	-0.28681
29.201	-0.28884
29.202	-0.29087
29.203	-0.29291
29.204	-0.29496
29.205	-0.29702
29.206	-0.29908
29.207	-0.30115
29.208	-0.30323
29.209	-0.30531
29.210	-0.30740
29.211	-0.30949
29.212	-0.31159
29.213	-0.31370
29.214	-0.31582
29.215	-0.31794
29.216	-0.32006
29.217	-0.32220
29.218	-0.32434
29.219	-0.32648
29.220	-0.32863
29.221	-0.33079
29.222	-0.33295
29.223	-0.33512
29.224	-0.33729
29.225	-0.33947
29.226	-0.34165
29.227	-0.34384
29.228	-0.34604
29.229	-0.34824
29.230	-0.35044
29.231	-0.35265
29.232	-0.35487
29.233	-0.35709
29.234	-0.35932
29.235	-0.36155
29.236	-0.36378
29.237	-0.36602
29.238	-0.36827
29.239	-0.37052
29.240	-0.37277
29.241	-0.37504
29.242	-0.37732
29.243	-0.37961
29.244	-0.38192
29.245	-0.38424
29.246	-0.38657
29.247	-0.38891
29.248	-0.39127
29.249	-0.39364
29.250	-0.39602
29.251	-0.39841
29.252	-0.40081
29.253	-0.40323
29.254	-0.40565
29.255	-0.40809
29.256	-0.41053
29.257	-0.41298
29.258	-0.41545
29.259	-0.41792
29.260	-0.42040
29.261	-0.42289
29.262	-0.42539
29.263	-0.42790
29.264	-0.43041
29.265	-0.43293
29.266	-0.43546
29.267	-0.43800
29.268	-0.44054
29.269	-0.44309
29.270	-0.44564
29.271	-0.44821
29.272	-0.45077
29.273	-0.45334
29.274	-0.45592
29.275	-0.45850
29.276	-0.46109
29.277	-0.46368
29.278	-0.46627
29.279	-0.46887
29.280	-0.47147
29.281	-0.47407
29.282	-0.47668
29.283	-0.47929
29.284	-0.48190
29.285	-0.48451
29.286	-0.48713
29.287	-0.48974
29.288	-0.49236
29.289	-0.49498
29.290	-0.49760
29.291	-0.50022
29.292	-0.50283
29.293	-0.50545
29.294	-0.50807
29.295	-0.51069
29.296	-0.51331
29.297	-0.51592
29.298	-0.51853
29.299	-0.52115
29.300	-0.52375
29.301	-0.52636
29.302	-0.52897
29.303	-0.53157
29.304	-0.53417
29.305	-0.53676
29.306	-0.53935
29.307	-0.54194
29.308	-0.54452
29.309	-0.54710
29.310	-0.54967
29.311	-0.55224
29.312	-0.55480
29.313	-0.55736
29.314	-0.55991
29.315	-0.56245
29.316	-0.56499
29.317	-0.56752
29.318	-0.57004
29.319	-0.57256
29.320	-0.57507
29.321	-0.57757
29.322	-0.58006
29.323	-0.58255
29.324	-0.58502
29.325	-0.58749
29.326	-0.58995
29.327	-0.59242
29.328	-0.59490
29.329	-0.59738
29.330	-0.59988
29.331	-0.60239
29.332	-0.60491
29.333	-0.60743
29.334	-0.60996
29.335	-0.61250
29.336	-0.61505
29.337	-0.61760
29.338	-0.62016
29.339	-0.62273
29.340	-0.62530
29.341	-0.62787
29.342	-0.63045
29.343	-0.63303
29.344	-0.63562
29.345	-0.63821
29.346	-0.64080
29.347	-0.64339
29.348	-0.64599
29.349	-0.64858
29.350	-0.65118
29.351	-0.65378
29.352	-0.65637
29.353	-0.65897
29.354	-0.66157
29.355	-0.66416
29.356	-0.66675
29.357	-0.66934
29.358	-0.67193
29.359	-0.67451
29.360	-0.67709
29.361	-0.67967
29.362	-0.68224
29.363	-0.68480
29.364	-0.68737
29.365	-0.68992
29.366	-0.69247
29.367	-0.69501
29.368	-0.69755
29.369	-0.70007
29.370	-0.70259
29.371	-0.70510
29.372	-0.70760
29.373	-0.71010
29.374	-0.71258
29.375	-0.71505
29.376	-0.71751
29.377	-0.71996
29.378	-0.72240
29.379	-0.72483
29.380	-0.72724
29.381	-0.72964
29.382	-0.73203
29.383	-0.73441
29.384	-0.73677
29.385	-0.73911
29.386	-0.74144
29.387	-0.74376
29.388	-0.74606
29.389	-0.74834
29.390	-0.75060
29.391	-0.75285
29.392	-0.75508
29.393	-0.75730
29.394	-0.75949
29.395	-0.76167
29.396	-0.76382
29.397	-0.76596
29.398	-0.76808
29.399	-0.77017
29.400	-0.77225
29.401	-0.77430
29.402	-0.77633
29.403	-0.77834
29.404	-0.78032
29.405	-0.78228
29.406	-0.78422
29.407	-0.78614
29.408	-0.78803
29.409	-0.78989
29.410	-0.79173
29.411	-0.79354
29.412	-0.79533
29.413	-0.79711
29.414	-0.79888
29.415	-0.80065
29.416	-0.80241
29.417	-0.80417
29.418	-0.80592
29.419	-0.80767
29.420	-0.80941
29.421	-0.81114
29.422	-0.81287
29.423	-0.81459
29.424	-0.81630
29.425	-0.81801
29.426	-0.81970
29.427	-0.82139
29.428	-0.82306
29.429	-0.82473
29.430	-0.82639
29.431	-0.82804
29.432	-0.82968
29.433	-0.83130
29.434	-0.83292
29.435	-0.83452
29.436	-0.83611
29.437	-0.83769
29.438	-0.83926
29.439	-0.84081
29.440	-0.84235
29.441	-0.84387
29.442	-0.84539
29.443	-0.84688
29.444	-0.84837
29.445	-0.84983
29.446	-0.85128
29.447	-0.85272
29.448	-0.85414
29.449	-0.85554
29.450	-0.85693
29.451	-0.85830
29.452	-0.85965
29.453	-0.86098
29.454	-0.86230
29.455	-0.86359
29.456	-0.86487
29.457	-0.86613
29.458	-0.86736
29.459	-0.86858
29.460	-0.86978
29.461	-0.87095
29.462	-0.87211
29.463	-0.87324
29.464	-0.87435
29.465	-0.87544
29.466	-0.87651
29.467	-0.87755
29.468	-0.87858
29.469	-0.87957
29.470	-0.88054
29.471	-0.88149
29.472	-0.88242
29.473	-0.88332
29.474	-0.88419
29.475	-0.88504
29.476	-0.88586
29.477	-0.88665
29.478	-0.88742
29.479	-0.88816
29.480	-0.88888
29.481	-0.88956
29.482	-0.89022
29.483	-0.89085
29.484	-0.89145
29.485	-0.89202
29.486	-0.89256
29.487	-0.89307
29.488	-0.89355
29.489	-0.89400
29.490	-0.89442
29.491	-0.89481
29.492	-0.89517
29.493	-0.89549
29.494	-0.89578
29.495	-0.89604
29.496	-0.89627
29.497	-0.89646
29.498	-0.89662
29.499	-0.89675
29.500	-0.89685
29.501	-0.89692
29.502	-0.89698
29.503	-0.89700
29.504	-0.89700
29.505	-0.89698
29.506	-0.89694
29.507	-0.89686
29.508	-0.89677
29.509	-0.89665
29.510	-0.89650
29.511	-0.89634
29.512	-0.89614
29.513	-0.89593
29.514	-0.89568
29.515	-0.89542
29.516	-0.89513
29.517	-0.89482
29.518	-0.89448
29.519	-0.89411
29.520	-0.89373
29.521	-0.89332
29.522	-0.89288
29.523	-0.89242
29.524	-0.89194
29.525	-0.89144
29.526	-0.89091
29.527	-0.89035
29.528	-0.88977
29.529	-0.88917
29.530	-0.88854
29.531	-0.88789
29.532	-0.88722
29.533	-0.88652
29.534	-0.88580
29.535	-0.88506
29.536	-0.88429
29.537	-0.88350
29.538	-0.88268
29.539	-0.88184
29.540	-0.88098
29.541	-0.88009
29.542	-0.87918
29.543	-0.87825
29.544	-0.87729
29.545	-0.87631
29.546	-0.87530
29.547	-0.87427
29.548	-0.87322
29.549	-0.87215
29.550	-0.87105
29.551	-0.86993
29.552	-0.86878
29.553	-0.86762
29.554	-0.86642
29.555	-0.86521
29.556	-0.86397
29.557	-0.86271
29.558	-0.86143
29.559	-0.86012
29.560	-0.85879
29.561	-0.85743
29.562	-0.85606
29.563	-0.85466
29.564	-0.85323
29.565	-0.85179
29.566	-0.85032
29.567	-0.84883
29.568	-0.84731
29.569	-0.84577
29.570	-0.84421
29.571	-0.84263
29.572	-0.84102
29.573	-0.83939
29.574	-0.83774
29.575	-0.83607
29.576	-0.83437
29.577	-0.83265
29.578	-0.83091
29.579	-0.82914
29.580	-0.82735
29.581	-0.82554
29.582	-0.82371
29.583	-0.82185
29.584	-0.81997
29.585	-0.81807
29.586	-0.81615
29.587	-0.81419
29.588	-0.81220
29.589	-0.81018
29.590	-0.80812
29.591	-0.80602
29.592	-0.80390
29.593	-0.80174
29.594	-0.79954
29.595	-0.79732
29.596	-0.79506
29.597	-0.79278
29.598	-0.79046
29.599	-0.78811
29.600	-0.78573
29.601	-0.78332
29.602	-0.78089
29.603	-0.77842
29.604	-0.77593
29.605	-0.77341
29.606	-0.77086
29.607	-0.76828
29.608	-0.76568
29.609	-0.76305
29.610	-0.76040
29.611	-0.75772
29.612	-0.75502
29.613	-0.75229
29.614	-0.74954
29.615	-0.74677
29.616	-0.74397
29.617	-0.74115
29.618	-0.73831
29.619	-0.73545
29.620	-0.73256
29.621	-0.72966
29.622	-0.72673
29.623	-0.72379
29.624	-0.72082
29.625	-0.71784
29.626	-0.71483
29.627	-0.71181
29.628	-0.70878
29.629	-0.70572
29.630	-0.70265
29.631	-0.69956
29.632	-0.69645
29.633	-0.69333
29.634	-0.69020
29.635	-0.68705
29.636	-0.68388
29.637	-0.68071
29.638	-0.67751
29.639	-0.67431
29.640	-0.67109
29.641	-0.66786
29.642	-0.66462
29.643	-0.66137
29.644	-0.65811
29.645	-0.65484
29.646	-0.65155
29.647	-0.64826
29.648	-0.64496
29.649	-0.64165
29.650	-0.63833
29.651	-0.63500
29.652	-0.63167
29.653	-0.62833
29.654	-0.62498
29.655	-0.62163
29.656	-0.61827
29.657	-0.61490
29.658	-0.61153
29.659	-0.60816
29.660	-0.60478
29.661	-0.60140
29.662	-0.59802
29.663	-0.59463
29.664	-0.59124
29.665	-0.58785
29.666	-0.58446
29.667	-0.58107
29.668	-0.57767
29.669	-0.57428
29.670	-0.57089
29.671	-0.56749
29.672	-0.56410
29.673	-0.56071
29.674	-0.55732
29.675	-0.55391
29.676	-0.55047
29.677	-0.54701
29.678	-0.54352
29.679	-0.54001
29.680	-0.53648
29.681	-0.53292
29.682	-0.52934
29.683	-0.52574
29.684	-0.52212
29.685	-0.51848
29.686	-0.51482
29.687	-0.51113
29.688	-0.50743
29.689	-0.50372
29.690	-0.49998
29.691	-0.49622
29.692	-0.49245
29.693	-0.48867
29.694	-0.48486
29.695	-0.48105
29.696	-0.47721
29.697	-0.47337
29.698	-0.46951
29.699	-0.46564
29.700	-0.46175
29.701	-0.45785
29.702	-0.45395
29.703	-0.45003
29.704	-0.44610
29.705	-0.44216
29.706	-0.43821
29.707	-0.43426
29.708	-0.43030
29.709	-0.42632
29.710	-0.42235
29.711	-0.41836
29.712	-0.41437
29.713	-0.41038
29.714	-0.40638
29.715	-0.40237
29.716	-0.39837
29.717	-0.39436
29.718	-0.39034
29.719	-0.38633
29.720	-0.38231
29.721	-0.37830
29.722	-0.37428
29.723	-0.37026
29.724	-0.36625
29.725	-0.36223
29.726	-0.35822
29.727	-0.35421
29.728	-0.35020
29.729	-0.34620
29.730	-0.34220
29.731	-0.33820
29.732	-0.33421
29.733	-0.33023
29.734	-0.32625
29.735	-0.32228
29.736	-0.31831
29.737	-0.31436
29.738	-0.31041
29.739	-0.30647
29.740	-0.30254
29.741	-0.29862
29.742	-0.29471
29.743	-0.29081
29.744	-0.28693
29.745	-0.28305
29.746	-0.27919
29.747	-0.27534
29.748	-0.27151
29.749	-0.26769
29.750	-0.26388
29.751	-0.26009
29.752	-0.25632
29.753	-0.25256
29.754	-0.24882
29.755	-0.24510
29.756	-0.24139
29.757	-0.23771
29.758	-0.23404
29.759	-0.23039
29.760	-0.22677
29.761	-0.22316
29.762	-0.21958
29.763	-0.21600
29.764	-0.21242
29.765	-0.20884
29.766	-0.20526
29.767	-0.20167
29.768	-0.19809
29.769	-0.19450
29.770	-0.19091
29.771	-0.18733
29.772	-0.18374
29.773	-0.18016
29.774	-0.17657
29.775	-0.17299
29.776	-0.16940
29.777	-0.16582
29.778	-0.16224
29.779	-0.15867
29.780	-0.15509
29.781	-0.15152
29.782	-0.14795
29.783	-0.14438
29.784	-0.14082
29.785	-0.13726
29.786	-0.13371
29.787	-0.13016
29.788	-0.12661
29.789	-0.12307
29.790	-0.11953
29.791	-0.11600
29.792	-0.11248
29.793	-0.10896
29.794	-0.10545
29.795	-0.10194
29.796	-0.09844
29.797	-0.09495
29.798	-0.09146
29.799	-0.08799
29.800	-0.08452
29.801	-0.08106
29.802	-0.07760
29.803	-0.07416
29.804	-0.07072
29.805	-0.06730
29.806	-0.06388
29.807	-0.06048
29.808	-0.05708
29.809	-0.05370
29.810	-0.05032
29.811	-0.04696
29.812	-0.04360
29.813	-0.04026
29.814	-0.03693
29.815	-0.03362
29.816	-0.03031
29.817	-0.02702
29.818	-0.02374
29.819	-0.02047
29.820	-0.01722
29.821	-0.01398
29.822	-0.01075
29.823	-0.00754
29.824	-0.00434
29.825	-0.00116
29.826	0.00201
29.827	0.00516
29.828	0.00829
29.829	0.01141
29.830	0.01452
29.831	0.01761
29.832	0.02068
29.833	0.02373
29.834	0.02677
29.835	0.02979
29.836	0.03279
29.837	0.03577
29.838	0.03874
29.839	0.04169
29.840	0.04461
29.841	0.04752
29.842	0.05041
29.843	0.05328
29.844	0.05613
29.845	0.05896
29.846	0.06177
29.847	0.06456
29.848	0.06733
29.849	0.07007
29.850	0.07280
29.851	0.07550
29.852	0.07818
29.853	0.08085
29.854	0.08351
29.855	0.08614
29.856	0.08876
29.857	0.09137
29.858	0.09395
29.859	0.09653
29.860	0.09908
29.861	0.10162
29.862	0.10415
29.863	0.10666
29.864	0.10915
29.865	0.11163
29.866	0.11410
29.867	0.11655
29.868	0.11898
29.869	0.12140
29.870	0.12380
29.871	0.12619
29.872	0.12857
29.873	0.13093
29.874	0.13328
29.875	0.13561
29.876	0.13792
29.877	0.14023
29.878	0.14252
29.879	0.14479
29.880	0.14705
29.881	0.14930
29.882	0.15153
29.883	0.15375
29.884	0.15596
29.885	0.15815
29.886	0.16033
29.887	0.16250
29.888	0.16465
29.889	0.16679
29.890	0.16892
29.891	0.17103
29.892	0.17313
29.893	0.17522
29.894	0.17730
29.895	0.17936
29.896	0.18141
29.897	0.18345
29.898	0.18547
29.899	0.18749
29.900	0.18949
29.901	0.19148
29.902	0.19345
29.903	0.19542
29.904	0.19737
29.905	0.19932
29.906	0.20125
29.907	0.20316
29.908	0.20507
29.909	0.20697
29.910	0.20885
29.911	0.21073
29.912	0.21259
29.913	0.21444
29.914	0.21628
29.915	0.21811
29.916	0.21993
29.917	0.22174
29.918	0.22354
29.919	0.22532
29.920	0.22710
29.921	0.22887
29.922	0.23062
29.923	0.23237
29.924	0.23411
29.925	0.23583
29.926	0.23755
29.927	0.23925
29.928	0.24095
29.929	0.24264
29.930	0.24432
29.931	0.24599
29.932	0.24764
29.933	0.24929
29.934	0.25094
29.935	0.25257
29.936	0.25419
29.937	0.25580
29.938	0.25741
29.939	0.25900
29.940	0.26059
29.941	0.26217
29.942	0.26373
29.943	0.26527
29.944	0.26679
29.945	0.26829
29.946	0.26978
29.947	0.27125
29.948	0.27271
29.949	0.27414
29.950	0.27556
29.951	0.27697
29.952	0.27836
29.953	0.27974
29.954	0.28110
29.955	0.28244
29.956	0.28377
29.957	0.28509
29.958	0.28639
29.959	0.28768
29.960	0.28895
29.961	0.29021
29.962	0.29146
29.963	0.29270
29.964	0.29392
29.965	0.29513
29.966	0.29632
29.967	0.29751
29.968	0.29868
29.969	0.29985
29.970	0.30100
29.971	0.30214
29.972	0.30327
29.973	0.30438
29.974	0.30549
29.975	0.30659
29.976	0.30768
29.977	0.30876
29.978	0.30983
29.979	0.31089
29.980	0.31194
29.981	0.31298
29.982	0.31402
29.983	0.31504
29.984	0.31606
29.985	0.31707
29.986	0.31807
29.987	0.31907
29.988	0.32006
29.989	0.32104
29.990	0.32202
29.991	0.32299
29.992	0.32395
29.993	0.32491
29.994	0.32586
29.995	0.32681
29.996	0.32775
29.997	0.32869
29.998	0.32962
29.999	0.33055
30.000	0.33148
30.001	0.33240
30.002	0.33331
30.003	0.33423
30.004	0.33514
30.005	0.33604
30.006	0.33695
30.007	0.33785
30.008	0.33875
30.009	0.33965
30.010	0.34055
30.011	0.34144
30.012	0.34234
30.013	0.34323
30.014	0.34412
30.015	0.34501
30.016	0.34590
30.017	0.34679
30.018	0.34769
30.019	0.34858
30.020	0.34947
30.021	0.35036
30.022	0.35126
30.023	0.35215
30.024	0.35305
30.025	0.35395
30.026	0.35485
30.027	0.35576
30.028	0.35666
30.029	0.35757
30.030	0.35848
30.031	0.35939
30.032	0.36029
30.033	0.36119
30.034	0.36207
30.035	0.36294
30.036	0.36381
30.037	0.36467
30.038	0.36552
30.039	0.36637
30.040	0.36721
30.041	0.36804
30.042	0.36886
30.043	0.36968
30.044	0.37049
30.045	0.37129
30.046	0.37209
30.047	0.37288
30.048	0.37366
30.049	0.37444
30.050	0.37522
30.051	0.37598
30.052	0.37675
30.053	0.37750
30.054	0.37826
30.055	0.37900
30.056	0.37975
30.057	0.38048
30.058	0.38122
30.059	0.38195
30.060	0.38267
30.061	0.38340
30.062	0.38412
30.063	0.38483
30.064	0.38554
30.065	0.38625
30.066	0.38696
30.067	0.38766
30.068	0.38836
30.069	0.38906
30.070	0.38975
30.071	0.39044
30.072	0.39114
30.073	0.39182
30.074	0.39251
30.075	0.39320
30.076	0.39388
30.077	0.39457
30.078	0.39525
30.079	0.39593
30.080	0.39661
30.081	0.39729
30.082	0.39797
30.083	0.39865
30.084	0.39933
30.085	0.40001
30.086	0.40069
30.087	0.40137
30.088	0.40205
30.089	0.40274
30.090	0.40342
30.091	0.40410
30.092	0.40479
30.093	0.40548
30.094	0.40616
30.095	0.40685
30.096	0.40755
30.097	0.40824
30.098	0.40894
30.099	0.40964
30.100	0.41034
30.101	0.41104
30.102	0.41175
30.103	0.41246
30.104	0.41318
30.105	0.41389
30.106	0.41461
30.107	0.41534
30.108	0.41607
30.109	0.41680
30.110	0.41754
30.111	0.41828
30.112	0.41902
30.113	0.41977
30.114	0.42053
30.115	0.42129
30.116	0.42205
30.117	0.42282
30.118	0.42360
30.119	0.42438
30.120	0.42517
30.121	0.42596
30.122	0.42676
30.123	0.42755
30.124	0.42835
30.125	0.42915
30.126	0.42994
30.127	0.43074
30.128	0.43154
30.129	0.43234
30.130	0.43314
30.131	0.43394
30.132	0.43475
30.133	0.43555
30.134	0.43635
30.135	0.43716
30.136	0.43796
30.137	0.43877
30.138	0.43958
30.139	0.44039
30.140	0.44120
30.141	0.44201
30.142	0.44282
30.143	0.44363
30.144	0.44445
30.145	0.44526
30.146	0.44608
30.147	0.44689
30.148	0.44771
30.149	0.44853
30.150	0.44935
30.151	0.45017
30.152	0.45099
30.153	0.45182
30.154	0.45264
30.155	0.45347
30.156	0.45430
30.157	0.45513
30.158	0.45596
30.159	0.45679
30.160	0.45762
30.161	0.45845
30.162	0.45929
30.163	0.46012
30.164	0.46096
30.165	0.46180
30.166	0.46264
30.167	0.46348
30.168	0.46432
30.169	0.46517
30.170	0.46602
30.171	0.46686
30.172	0.46771
30.173	0.46856
30.174	0.46941
30.175	0.47027
30.176	0.47112
30.177	0.47198
30.178	0.47284
30.179	0.47370
30.180	0.47456
30.181	0.47542
30.182	0.47628
30.183	0.47715
30.184	0.47802
30.185	0.47889
30.186	0.47976
30.187	0.48063
30.188	0.48150
30.189	0.48238
30.190	0.48326
30.191	0.48414
30.192	0.48502
30.193	0.48590
30.194	0.48679
30.195	0.48767
30.196	0.48856
30.197	0.48945
30.198	0.49035
30.199	0.49124
30.200	0.49214
30.201	0.49303
30.202	0.49393
30.203	0.49483
30.204	0.49574
30.205	0.49664
30.206	0.49755
30.207	0.49846
30.208	0.49937
30.209	0.50029
30.210	0.50120
30.211	0.50212
30.212	0.50304
30.213	0.50397
30.214	0.50489
30.215	0.50582
30.216	0.50676
30.217	0.50770
30.218	0.50864
30.219	0.50959
30.220	0.51054
30.221	0.51149
30.222	0.51245
30.223	0.51341
30.224	0.51437
30.225	0.51534
30.226	0.51631
30.227	0.51728
30.228	0.51825
30.229	0.51923
30.230	0.52021
30.231	0.52119
30.232	0.52218
30.233	0.52316
30.234	0.52415
30.235	0.52515
30.236	0.52614
30.237	0.52714
30.238	0.52813
30.239	0.52913
30.240	0.53014
30.241	0.53114
30.242	0.53215
30.243	0.53315
30.244	0.53416
30.245	0.53517
30.246	0.53618
30.247	0.53719
30.248	0.53821
30.249	0.53922
30.250	0.54024
30.251	0.54126
30.252	0.54227
30.253	0.54329
30.254	0.54431
30.255	0.54533
30.256	0.54635
30.257	0.54737
30.258	0.54839
30.259	0.54941
30.260	0.55044
30.261	0.55146
30.262	0.55248
30.263	0.55350
30.264	0.55452
30.265	0.55554
30.266	0.55657
30.267	0.55759
30.268	0.55861
30.269	0.55963
30.270	0.56065
30.271	0.56166
30.272	0.56268
30.273	0.56370
30.274	0.56472
30.275	0.56573
30.276	0.56675
30.277	0.56776
30.278	0.56877
30.279	0.56978
30.280	0.57079
30.281	0.57180
30.282	0.57281
30.283	0.57381
30.284	0.57481
30.285	0.57581
30.286	0.57681
30.287	0.57781
30.288	0.57881
30.289	0.57980
30.290	0.58079
30.291	0.58178
30.292	0.58277
30.293	0.58375
30.294	0.58473
30.295	0.58571
30.296	0.58669
30.297	0.58766
30.298	0.58863
30.299	0.58960
30.300	0.59057
30.301	0.59153
30.302	0.59249
30.303	0.59344
30.304	0.59440
30.305	0.59536
30.306	0.59632
30.307	0.59728
30.308	0.59825
30.309	0.59921
30.310	0.60018
30.311	0.60115
30.312	0.60213
30.313	0.60310
30.314	0.60408
30.315	0.60506
30.316	0.60604
30.317	0.60702
30.318	0.60800
30.319	0.60899
30.320	0.60997
30.321	0.61096
30.322	0.61194
30.323	0.61293
30.324	0.61391
30.325	0.61490
30.326	0.61589
30.327	0.61688
30.328	0.61786
30.329	0.61885
30.330	0.61984
30.331	0.62082
30.332	0.62181
30.333	0.62280
30.334	0.62378
30.335	0.62476
30.336	0.62575
30.337	0.62673
30.338	0.62771
30.339	0.62869
30.340	0.62966
30.341	0.63064
30.342	0.63161
30.343	0.63259
30.344	0.63356
30.345	0.63453
30.346	0.63549
30.347	0.63645
30.348	0.63742
30.349	0.63838
30.350	0.63933
30.351	0.64028
30.352	0.64123
30.353	0.64218
30.354	0.64313
30.355	0.64407
30.356	0.64500
30.357	0.64594
30.358	0.64687
30.359	0.64780
30.360	0.64872
30.361	0.64964
30.362	0.65055
30.363	0.65146
30.364	0.65237
30.365	0.65327
30.366	0.65417
30.367	0.65506
30.368	0.65595
30.369	0.65683
30.370	0.65771
30.371	0.65858
30.372	0.65945
30.373	0.66031
30.374	0.66117
30.375	0.66202
30.376	0.66287
30.377	0.66370
30.378	0.66454
30.379	0.66537
30.380	0.66619
30.381	0.66700
30.382	0.66781
30.383	0.66861
30.384	0.66941
30.385	0.67019
30.386	0.67098
30.387	0.67175
30.388	0.67252
30.389	0.67328
30.390	0.67403
30.391	0.67478
30.392	0.67551
30.393	0.67624
30.394	0.67697
30.395	0.67768
30.396	0.67839
30.397	0.67910
30.398	0.67980
30.399	0.68051
30.400	0.68121
30.401	0.68191
30.402	0.68261
30.403	0.68331
30.404	0.68401
30.405	0.68470
30.406	0.68539
30.407	0.68609
30.408	0.68677
30.409	0.68746
30.410	0.68814
30.411	0.68882
30.412	0.68950
30.413	0.69017
30.414	0.69085
30.415	0.69151
30.416	0.69218
30.417	0.69284
30.418	0.69350
30.419	0.69416
30.420	0.69481
30.421	0.69546
30.422	0.69610
30.423	0.69674
30.424	0.69737
30.425	0.69801
30.426	0.69863
30.427	0.69926
30.428	0.69987
30.429	0.70049
30.430	0.70110
30.431	0.70170
30.432	0.70230
30.433	0.70289
30.434	0.70348
30.435	0.70407
30.436	0.70464
30.437	0.70522
30.438	0.70578
30.439	0.70634
30.440	0.70690
30.441	0.70745
30.442	0.70799
30.443	0.70853
30.444	0.70906
30.445	0.70958
30.446	0.71010
30.447	0.71061
30.448	0.71111
30.449	0.71161
30.450	0.71210
30.451	0.71258
30.452	0.71306
30.453	0.71353
30.454	0.71399
30.455	0.71444
30.456	0.71489
30.457	0.71533
30.458	0.71576
30.459	0.71618
30.460	0.71660
30.461	0.71700
30.462	0.71740
30.463	0.71779
30.464	0.71817
30.465	0.71854
30.466	0.71891
30.467	0.71926
30.468	0.71961
30.469	0.71995
30.470	0.72027
30.471	0.72059
30.472	0.72090
30.473	0.72120
30.474	0.72149
30.475	0.72177
30.476	0.72204
30.477	0.72230
30.478	0.72255
30.479	0.72279
30.480	0.72303
30.481	0.72325
30.482	0.72345
30.483	0.72365
30.484	0.72384
30.485	0.72402
30.486	0.72419
30.487	0.72434
30.488	0.72449
30.489	0.72462
30.490	0.72475
30.491	0.72488
30.492	0.72499
30.493	0.72510
30.494	0.72521
30.495	0.72530
30.496	0.72539
30.497	0.72548
30.498	0.72555
30.499	0.72562
30.500	0.72568
30.501	0.72574
30.502	0.72579
30.503	0.72583
30.504	0.72586
30.505	0.72589
30.506	0.72591
30.507	0.72592
30.508	0.72593
30.509	0.72593
30.510	0.72592
30.511	0.72590
30.512	0.72588
30.513	0.72584
30.514	0.72581
30.515	0.72576
30.516	0.72570
30.517	0.72564
30.518	0.72557
30.519	0.72550
30.520	0.72541
30.521	0.72532
30.522	0.72522
30.523	0.72511
30.524	0.72499
30.525	0.72487
30.526	0.72474
30.527	0.72460
30.528	0.72445
30.529	0.72429
30.530	0.72413
30.531	0.72395
30.532	0.72377
30.533	0.72358
30.534	0.72339
30.535	0.72318
30.536	0.72297
30.537	0.72274
30.538	0.72251
30.539	0.72227
30.540	0.72203
30.541	0.72177
30.542	0.72150
30.543	0.72123
30.544	0.72095
30.545	0.72066
30.546	0.72036
30.547	0.72005
30.548	0.71973
30.549	0.71940
30.550	0.71907
30.551	0.71872
30.552	0.71837
30.553	0.71801
